
project<,>/ˈprɒdʒekt/<,>/ˈprɑːdʒekt/<,>n.工程/n.课题/n.作业<,>The new highway project will start next month.<,>新的高速公路工程将于下个月开工。<,>Our group is working on a science project.<,>我们小组正在做一个科学课题。<,>She spent all weekend finishing her art project.<,>她花了整个周末完成她的美术作业。<,>pro(向前)+ject(投掷)→向前投→规划的项目<,>reject(v.拒绝)/inject(v.注射)/object(n.物体)
radar<,>/ˈreɪdɑː(r)/<,>/ˈreɪdɑːr/<,>n.雷达<,>The ship was detected by radar.<,>这艘船被雷达探测到了。<,>Air traffic control uses radar to monitor planes.<,>空中交通管制使用雷达监控飞机。<,>The weather radar shows heavy rain approaching.<,>天气雷达显示大雨即将来临。<,>ra(无线电)+dar(探测)→雷达<,>sonar(n.声纳)/laser(n.激光)/radio(n.无线电)  

refugee<,>/ˌrefjʊˈdʒiː/<,>/ˈrɛfjʊˌdʒi/<,>n.难民<,>The refugee camp provides shelter for thousands.<,>难民营为数千人提供庇护所。<,>Many refugees fled the war-torn country.<,>许多难民逃离了饱受战争蹂躏的国家。<,>She works for an organization that helps refugees.<,>她在一个帮助难民的组织工作。<,>re(重新)+fug(逃离)+ee(人)→逃离的人→难民<,>migrant(n.移民)/asylum(n.庇护)/displaced person(流离失所者)  

aluminium<,>/ˌæljəˈmɪniəm/<,>/əˈluːmɪnəm/<,>n.铝<,>Aluminium is a lightweight metal.<,>铝是一种轻质金属。<,>The cans are made of aluminium.<,>这些罐子是用铝制成的。<,>Aluminium foil is used for wrapping food.<,>铝箔用于包装食物。<,>alumin(明矾)+ium(元素后缀)→铝<,>iron(n.铁)/copper(n.铜)/steel(n.钢)  

comparable<,>/ˈkɒmpərəbl/<,>/ˈkɑːmpərəbl/<,>adj.可比较的/类似的/比得上的<,>The two products are of comparable quality.<,>这两种产品质量相当。<,>Her achievements are comparable to his.<,>她的成就可以与他相媲美。<,>There is no comparable example in history.<,>历史上没有类似的例子。<,>com(共同)+par(平等)+able(能…的)→可比较的<,>comparative(adj.比较的)/compatible(adj.兼容的)/incomparable(adj.无与伦比的)  

specialize<,>/ˈspeʃəlaɪz/<,>/ˈspɛʃəˌlaɪz/<,>vi.成为…专家/专攻<,>He specializes in computer science.<,>他专攻计算机科学。<,>The doctor specializes in heart surgery.<,>这位医生专攻心脏手术。<,>This restaurant specializes in Italian cuisine.<,>这家餐厅专做意大利菜。<,>special(专门的)+ize(使…)→专攻<,>generalize(v.概括)/specialty(n.专业)/expertise(n.专业知识)  

rotate<,>/rəʊˈteɪt/<,>/ˈroʊteɪt/<,>v.旋转/转动/轮流<,>The Earth rotates on its axis.<,>地球绕地轴旋转。<,>We rotate the tires every 10,000 miles.<,>我们每1万英里轮换一次轮胎。<,>The team members rotate the leadership role.<,>团队成员轮流担任领导角色。<,>rot(轮子)+ate(使…)→旋转<,>revolve(v.旋转)/alternate(v.交替)/spin(v.快速旋转)  

instance<,>/ˈɪnstəns/<,>/ˈɪnstəns/<,>n.例子/实例/事例<,>This is a classic instance of poor management.<,>这是管理不善的典型例子。<,>For instance, you could try a different approach.<,>例如，你可以尝试不同的方法。<,>In this instance, we will make an exception.<,>在这种情况下，我们将破例一次。<,>in(在…上)+stance(站立)→立即可见的例子<,>example(n.例子)/case(n.案例)/sample(n.样本)  

opera<,>/ˈɒpərə/<,>/ˈɑːpərə/<,>n.歌剧<,>We went to see an opera last night.<,>昨晚我们去看了歌剧。<,>She has a beautiful voice for opera.<,>她有唱歌剧的美妙嗓音。<,>"The Magic Flute" is a famous opera by Mozart.<,>《魔笛》是莫扎特的著名歌剧。<,>oper(工作)+a→音乐工作的艺术→歌剧<,>operetta(n.轻歌剧)/symphony(n.交响乐)/ballet(n.芭蕾)  

presumably<,>/prɪˈzjuːməbli/<,>/prɪˈzuːməbli/<,>adv.大概/可能/据推测<,>Presumably, he forgot about the meeting.<,>他大概是忘了开会。<,>She's presumably at home by now.<,>她现在可能在家。<,>Presumably, the project will be completed on time.<,>据推测，项目将按时完成。<,>presume(假定)+ably(可…地)→大概<,>probably(adv.很可能)/supposedly(adv.据称)/allegedly(adv.据传)  

conscience<,>/ˈkɒnʃəns/<,>/ˈkɑːnʃəns/<,>n.良心/道德心<,>He couldn't in good conscience keep the money.<,>他良心不安，不能留下这笔钱。<,>Her conscience told her to confess.<,>她的良心告诉她应该坦白。<,>It's a matter of conscience for him.<,>这对他来说是良心问题。<,>con(共同)+sci(知道)+ence→共同知晓的道德心<,>conscious(adj.有意识的)/conscientious(adj.尽责的)/ethics(n.伦理)
subject<,>/ˈsʌbdʒɪkt/<,>/ˈsʌbdʒɛkt/<,>n.题目/n.学科/n.主语/vt.使隶属<,>Math is my favorite subject in school.<,>数学是我在学校最喜欢的科目。<,>The book covers a wide range of subjects.<,>这本书涵盖了广泛的主题。<,>The country was subjected to foreign rule for many years.<,>这个国家多年来一直受外国统治。<,>sub(在下面)+ject(投掷)→被投掷在下面→隶属<,>object(n.物体/v.反对)/project(n.项目/v.投射)/inject(v.注射)  

practically<,>/ˈpræktɪkli/<,>/ˈpræktɪkli/<,>adv.几乎/adv.简直/adv.实际上<,>I've practically finished my homework.<,>我几乎完成了我的作业。<,>It's practically impossible to solve this problem.<,>解决这个问题简直不可能。<,>Practically speaking, this method is more efficient.<,>实际上，这个方法更高效。<,>practic(实践)+al(形容词后缀)+ly(副词后缀)→实际上<,>theoretically(adv.理论上)/virtually(adv.几乎/实质上)  

recognition<,>/ˌrekəɡˈnɪʃn/<,>/ˌrɛkəɡˈnɪʃən/<,>n.认出/n.识别/n.承认/n.赏识/n.表彰/n.报偿<,>She received recognition for her outstanding work.<,>她因出色的工作而受到表彰。<,>Facial recognition technology is widely used today.<,>面部识别技术如今被广泛应用。<,>He nodded in recognition when he saw his old friend.<,>他看到老朋友时点头示意认出了对方。<,>re(再)+cogn(知道)+ition(名词后缀)→再次知道→认出<,>cognition(n.认知)/ignorance(n.无知)/acknowledgment(n.承认)  

cassette<,>/kəˈset/<,>/kəˈsɛt/<,>n.盒式录音带<,>I found some old cassettes in the attic.<,>我在阁楼里发现了一些旧磁带。<,>Cassette players were popular in the 1980s.<,>盒式录音机在20世纪80年代很流行。<,>She recorded her voice on a cassette tape.<,>她把她的声音录在磁带上。<,>case(盒子)+ette(小)→小盒子→盒式磁带<,>CD(n.光盘)/vinyl(n.黑胶唱片)/tape(n.磁带)  

blade<,>/bleɪd/<,>/bleɪd/<,>n.刀刃/n.刀片/n.叶片<,>Be careful with that knife - the blade is very sharp.<,>小心那把刀 - 刀刃非常锋利。<,>The blades of the fan need cleaning.<,>风扇的叶片需要清洁。<,>He replaced the razor blade this morning.<,>他今天早上更换了剃须刀片。<,>blade(古英语"叶子")→刀片形状像叶子<,>blaze(n.火焰/v.燃烧)/bleak(adj.荒凉的)/blame(v.责备)  

arrangement<,>/əˈreɪndʒmənt/<,>/əˈreɪndʒmənt/<,>n.整理/n.排列/n.安排/n.准备工作<,>We made arrangements for the meeting next week.<,>我们为下周的会议做了安排。<,>The flower arrangement looks beautiful.<,>这个插花看起来很漂亮。<,>She has a special arrangement with her boss about working hours.<,>她和老板在工作时间上有特殊安排。<,>arrange(安排)+ment(名词后缀)→安排<,>engagement(n.订婚/约定)/management(n.管理)/alignment(n.排列)  

revenue<,>/ˈrevənjuː/<,>/ˈrɛvəˌnu/<,>n.收入/n.收益/n.税收/n.岁入<,>The company's revenue increased by 20% this year.<,>公司今年的收入增长了20%。<,>Tax revenue is used to fund public services.<,>税收用于资助公共服务。<,>Advertising is a major source of revenue for this website.<,>广告是这个网站的主要收入来源。<,>re(回)+ven(来)+ue→回来的东西→收入<,>avenue(n.大街)/revenge(n.报复)/inventory(n.存货清单)  

strip<,>/strɪp/<,>/strɪp/<,>v.脱光衣服/v.剥夺/n.条带<,>He stripped off his wet clothes.<,>他脱掉了湿衣服。<,>The soldiers were stripped of their ranks.<,>这些士兵被剥夺了军衔。<,>She cut the paper into thin strips.<,>她把纸剪成细条。<,>strip(剥去)→像剥皮一样脱衣服<,>stripe(n.条纹)/strap(n.带子)/trip(n.旅行)  

solution<,>/səˈluːʃn/<,>/səˈluʃən/<,>n.解决/n.解决办法/n.溶液<,>We need to find a solution to this problem.<,>我们需要找到这个问题的解决办法。<,>The sugar dissolved completely in the solution.<,>糖在溶液中完全溶解了。<,>Her solution was both creative and effective.<,>她的解决方案既有创意又有效。<,>solut(松开)+ion(名词后缀)→松开问题→解决<,>resolution(n.决心/分辨率)/dissolution(n.溶解)/salutation(n.问候)  

continuous<,>/kənˈtɪnjuəs/<,>/kənˈtɪnjuəs/<,>adj.连续不断的/adj.延伸的<,>The rain has been continuous for three days.<,>雨已经连续下了三天了。<,>The road is continuous for another 50 miles.<,>这条路又连续延伸了50英里。<,>Continuous learning is important in today's world.<,>在当今世界，持续学习很重要。<,>continu(继续)+ous(形容词后缀)→连续的<,>continual(adj.频繁的)/contiguous(adj.邻近的)/contentious(adj.有争议的)
opponent<,>/əˈpəʊnənt/<,>/əˈpoʊnənt/<,>n.对手/n.敌手/n.对抗者<,>He defeated his opponent in the final round.<,>他在最后一轮击败了对手。<,>She is a strong opponent of the new policy.<,>她是新政策的强烈反对者。<,>The boxer studied his opponent's moves carefully.<,>拳击手仔细研究对手的动作。<,>op(反)+pon(放置)+ent→反着站的人→对手<,>component(n.部件)/proponent(n.支持者)

accelerate<,>/əkˈseləreɪt/<,>/ækˈsɛləreɪt/<,>vt.使加快/vt.使增速<,>The car accelerated as it went downhill.<,>汽车下坡时加速了。<,>The company plans to accelerate production next month.<,>公司计划下个月加速生产。<,>Regular exercise can accelerate metabolism.<,>定期锻炼可以加速新陈代谢。<,>ac(加强)+celer(速度)+ate(使)→使加快<,>decelerate(v.减速)/celebrate(v.庆祝)/celerity(n.迅速)

backward<,>/ˈbækwəd/<,>/ˈbækwərd/<,>adv.倒/adv.向后/adv.往回/adj.向后的/adj.倒的/adj.落后的/adj.进步慢的<,>He took a step backward in surprise.<,>他惊讶地后退了一步。<,>This is a backward region with poor infrastructure.<,>这是一个基础设施落后的地区。<,>She glanced backward over her shoulder.<,>她回头向后瞥了一眼。<,>back(后面)+ward(方向)→向后<,>forward(adv.向前)/awkward(adj.笨拙的)/afterward(adv.后来)

grain<,>/ɡreɪn/<,>/ɡreɪn/<,>n.谷物/n.谷粒/n.颗粒/n.少量/n.微量<,>Wheat is an important grain crop.<,>小麦是重要的谷物作物。<,>There isn't a grain of truth in his story.<,>他的故事没有一点真实性。<,>The wood has a beautiful grain pattern.<,>这块木头有漂亮的纹理。<,>与"rain(雨)"一起记：雨滋润谷物<,>brain(n.大脑)/drain(v.排水)/train(n.火车)

maid<,>/meɪd/<,>/meɪd/<,>n.女仆/n.侍女<,>The maid cleaned the room every morning.<,>女仆每天早上打扫房间。<,>She worked as a maid in a hotel.<,>她在酒店当女服务员。<,>The young maid was very efficient at her work.<,>这个年轻女仆工作效率很高。<,>与"made(制造)"同音：女仆把房间收拾得整整齐齐<,>maiden(n.少女)/mail(n.邮件)/maize(n.玉米)

residence<,>/ˈrezɪdəns/<,>/ˈrɛzɪdəns/<,>n.住处/n.住宅/n.居住/n.居住资格<,>He took up residence in London last year.<,>他去年在伦敦定居。<,>The university provides residence for international students.<,>大学为国际学生提供住宿。<,>This is my official residence as ambassador.<,>这是我作为大使的官邸。<,>re(再)+sid(坐)+ence→长期坐的地方→住宅<,>resident(n.居民)/president(n.总统)/subsidence(n.下沉)

credit<,>/ˈkredɪt/<,>/ˈkrɛdɪt/<,>n.信贷/n.赊欠/n.赞扬/n.荣誉/n.学分/n.信任/vt.相信/vt.把...记入贷方/vt.把...归于<,>She got full credit for her hard work.<,>她的辛勤工作得到了充分认可。<,>I bought the TV on credit.<,>我赊账买了这台电视。<,>He credited his success to good luck.<,>他把成功归功于好运。<,>cred(相信)+it→信任<,>debit(n.借方)/edit(v.编辑)/secret(n.秘密)

regardless<,>/rɪˈɡɑːdləs/<,>/rɪˈɡɑːrdləs/<,>adv.不顾后果地/adv.不管怎样/adv.无论如何<,>He continued working regardless of his illness.<,>他不顾生病继续工作。<,>Regardless of the weather, we'll go hiking tomorrow.<,>不管天气如何，我们明天都要去远足。<,>She decided to marry him regardless.<,>她决定无论如何都要嫁给他。<,>regard(考虑)+less(不)→不考虑→不管怎样<,>regarding(prep.关于)/disregard(v.忽视)/regards(n.问候)

oxygen<,>/ˈɒksɪdʒən/<,>/ˈɑːksɪdʒən/<,>n.氧/n.氧气<,>Plants produce oxygen during photosynthesis.<,>植物在光合作用中产生氧气。<,>The patient was given oxygen to help him breathe.<,>给病人输氧帮助他呼吸。<,>Oxygen is essential for human life.<,>氧气对人类生命至关重要。<,>oxy(氧)+gen(产生)→产生氧气的<,>hydrogen(n.氢)/nitrogen(n.氮)/carbon(n.碳)

intensive<,>/ɪnˈtensɪv/<,>/ɪnˈtɛnsɪv/<,>adj.加强的/adj.精深的/adj.透彻的/adj.精耕细作的<,>She took an intensive English course.<,>她参加了英语强化课程。<,>The patient needs intensive care.<,>病人需要重症监护。<,>This farm uses intensive farming methods.<,>这个农场采用精耕细作的方法。<,>in(进入)+tens(伸展)+ive→深入伸展的→加强的<,>extensive(adj.广泛的)/tensive(adj.紧张的)/intense(adj.强烈的)
alter<,>/ˈɔːltə(r)/<,>/ˈɔːltər/<,>vt.改变/vt.变更/vt.变动<,>She altered her dress to fit better.<,>她修改了裙子使其更合身。<,>The schedule has been altered due to bad weather.<,>由于天气不好，日程已经变更。<,>His opinion altered after hearing the facts.<,>听完事实后他的观点改变了。<,>alt(高)+er→使变高→改变<,>alert(adj.警觉的)/altar(n.祭坛)

combine<,>/kəmˈbaɪn/<,>/kəmˈbaɪn/<,>v.结合/v.联合/v.化合/n.联合企业/n.联合收割机<,>We need to combine our efforts to solve this problem.<,>我们需要联合努力来解决这个问题。<,>Hydrogen and oxygen combine to form water.<,>氢和氧化合形成水。<,>He works for a large agricultural combine.<,>他在一家大型农业联合企业工作。<,>com(共同)+bine(捆)→捆在一起→结合<,>combination(n.结合)/combust(v.燃烧)

ideal<,>/aɪˈdiːəl/<,>/aɪˈdiːəl/<,>adj.理想的/adj.观念的/adj.空想的/n.理想/n.理想的东西<,>This is the ideal place for a picnic.<,>这是野餐的理想地点。<,>She has high ideals about marriage.<,>她对婚姻有很高的理想。<,>His ideal of happiness is simple.<,>他对幸福的观念很简单。<,>idea(想法)+l→理想的想法→理想的<,>idea(n.想法)/idle(adj.空闲的)

bearing<,>/ˈbeərɪŋ/<,>/ˈberɪŋ/<,>n.举止/n.风度/n.方位/n.方向感/n.影响<,>His military bearing impressed everyone.<,>他的军人风度给大家留下了深刻印象。<,>We lost our bearings in the dense fog.<,>我们在浓雾中迷失了方向。<,>This decision has a direct bearing on our future.<,>这个决定直接影响我们的未来。<,>bear(承受)+ing→承受的方式→举止<,>bearing(n.轴承)/bearing(n.生育)

illustrate<,>/ˈɪləstreɪt/<,>/ˈɪləstreɪt/<,>vt.说明<,>The professor illustrated his point with a diagram.<,>教授用图表说明了他的观点。<,>This book is beautifully illustrated.<,>这本书的插图很精美。<,>Let me illustrate what I mean with an example.<,>让我举个例子说明我的意思。<,>il(在...上)+lustr(光)+ate→把光照在上面→说明<,>demonstrate(v.演示)/illuminate(v.阐明)

occur<,>/əˈkɜː(r)/<,>/əˈkɜːr/<,>vi.发生/vi.出现/vi.存在/vi.被想起/vi.被想到<,>Accidents often occur at this intersection.<,>事故经常发生在这个十字路口。<,>A good idea occurred to me while showering.<,>洗澡时我想到了一个好主意。<,>This phenomenon occurs naturally in nature.<,>这种现象在自然界中自然存在。<,>oc(朝向)+cur(跑)→跑向→发生<,>recur(v.复发)/incur(v.招致)

comedy<,>/ˈkɒmədi/<,>/ˈkɑːmədi/<,>n.喜剧/n.喜剧性<,>We went to see a comedy last night.<,>昨晚我们去看了一场喜剧。<,>There's a lot of comedy in everyday life.<,>日常生活中有很多喜剧性。<,>He has a great sense of comedy timing.<,>他对喜剧节奏把握得很好。<,>com(共同)+edy(唱)→大家一起唱→喜剧<,>tragedy(n.悲剧)/comic(adj.滑稽的)

broom<,>/bruːm/<,>/bruːm/<,>n.扫帚<,>She swept the floor with a broom.<,>她用扫帚扫地。<,>The witch flew on her broomstick.<,>女巫骑着扫帚飞行。<,>He bought a new broom for cleaning.<,>他买了一把新扫帚用来打扫。<,>br(刷)+oom(拟声)→刷地的声音→扫帚<,>bloom(v.开花)/groom(n.新郎)

establishment<,>/ɪˈstæblɪʃmənt/<,>/ɪˈstæblɪʃmənt/<,>n.建立/n.设立/n.确立/n.企业/n.当权人物<,>The establishment of the new school took two years.<,>新学校的建立花了两年时间。<,>He works for a large financial establishment.<,>他在一家大型金融机构工作。<,>The political establishment opposed the reforms.<,>当权派反对这些改革。<,>establish(建立)+ment(名词后缀)→建立<,>establish(v.建立)/stabilize(v.稳定)
